publishedAt,source,title,description,url,company,sentiment_title,sentiment_description,sentiment_avg
2025-06-17T12:16:20Z,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Veer Hanuman: Lord Hanuman saves Shree Ram by wearing the sacred ittar infused with harmful substances,"The mythological series 'Veer Hanuman' recently showcased the emotionally charged first meeting between Lord Ram and Hanuman. However, Hanuman's subsequent heartbreak over his missing mother leads to a divine test orchestrated by Lord Indra. Unknowingly, Hanu…",https://timesofindia.indiatimes.com/tv/news/hindi/veer-hanuman-lord-hanuman-saves-shree-ram-by-wearing-the-sacred-ittar-infused-with-harmful-substances/articleshow/121910555.cms,Indra,0.0,-0.4767,-0.71505
2025-07-04T02:46:24Z,"{'id': None, 'name': 'ScienceAlert'}",Gut Bacteria Found to Soak Up Toxic Forever Chemicals,Perfluoroalkyl and polyfluoroalkyl substances (PFAS) have the nickname 'forever chemicals' thanks to their persistence in the environment.,https://www.sciencealert.com/gut-bacteria-found-to-soak-up-toxic-forever-chemicals,Indra,0.0,0.4404,0.6606000000000001
2025-06-24T11:40:29Z,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Veer Hanuman: Lord Hanuman and Lord Ram join forces to shield Ayodhya from a fierce storm,"In Veer Hanuman's latest episodes, Lord Hanuman's devotion shines as he saves Lord Ram from poisoned ittar, stunning Ayodhya. A destructive storm, unleashed by Lord Indra, threatens the city while King Dashrath is away. Lord Ram and Hanuman unite, showcasing …",https://timesofindia.indiatimes.com/tv/news/hindi/veer-hanuman-lord-hanuman-and-lord-ram-join-forces-to-shield-ayodhya-from-a-fierce-storm/articleshow/122048232.cms,Indra,0.296,-0.6369,-0.5113500000000001
2025-07-02T08:18:33Z,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Veer Hanuman: Lord Hanuman becomes Sankat Mochak for Shree Ram,"‘Veer Hanuman’ captivates audiences with its mythological narrative, highlighting the bond between Lord Ram and Hanuman. As Ayodhya faces a storm orchestrated by Lord Indra, Hanuman's unwavering devotion shines. He confronts Agni Dev and fearlessly rescues Lo…",https://timesofindia.indiatimes.com/tv/news/hindi/veer-hanuman-lord-hanuman-becomes-sankat-mochak-for-shree-ram/articleshow/122201225.cms,Indra,0.0,0.6705,1.00575
2025-06-26T00:00:00Z,"{'id': None, 'name': 'Elastic.co'}",Congratulations to our first Elastic Verified Generative AI Sales Partners,We’re thrilled to announce the first five partners that have completed the Elastic AI Partner Initiative training and achieved certification! They’re now equipped to deliver exceptional value with Ela...,https://www.elastic.co/blog/generative-ai-sales-partners,Indra,0.5994,0.7082,1.9614000000000003
2025-07-03T09:00:00Z,"{'id': None, 'name': 'Soldiersystems.net'}",MARTE – Main ARmoured Tank of Europe,Key Facts: MARTE ARGE leading a consortium of 51 entities from 11 EU Member States plus Norway MARTE project awarded by European Commission with a grant of approximately €20 Mio. from the European Defence Fund (EDF) Comprehensive Consortium to design the next…,https://soldiersystems.net/2025/07/03/marte-main-armoured-tank-of-europe/,Indra,0.0,0.765,1.1475
2025-06-17T17:55:56Z,"{'id': None, 'name': 'Defense One'}",Spat over Europe’s next-gen fighter program spills over at Paris Air Show,Public bickering between France and Germany doesn’t bode well for the continent’s efforts to build up military capability.,https://www.defenseone.com/business/2025/06/spat-over-europes-next-gen-fighter-program-spills-over-paris-air-show/406133/,Indra,0.1531,0.2732,0.6394500000000001
2025-06-17T09:03:34Z,"{'id': None, 'name': 'BusinessLine'}",Indra partners with AXISCADES for defence systems production in India,"Indra partners with AXISCADES to manufacture aerospace and defense solutions in India, expanding global manufacturing network.",https://www.thehindubusinessline.com/markets/stock-markets/indra-partners-with-axiscades-for-defence-systems-production-in-india/article69704153.ece,Indra,0.1027,0.296,0.59805
2025-06-22T16:12:53Z,"{'id': None, 'name': 'Econlib.org'}","My Weekly Reading for June 22, 2025","Foreign Students Help Make America Great
by Michael Crow, Wall Street Journal, June 20, 2025 (electronic version)
Excerpts:
The administration’s actions this spring to terminate visas of international students for minor legal infractions such as traffic viola…",https://www.econlib.org/my-weekly-reading-for-june-22-2025/,Indra,0.0,0.8074,1.2111
2025-06-25T13:01:07Z,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Kajol felt very alone on the sets of the superhit film 'Ishq.' Were Aamir Khan and Juhi Chawla to blame?,"Kajol reflects on the demanding 300-day shoot of 'Ishq,' revealing her feelings of isolation amidst the camaraderie of Aamir Khan, Juhi Chawla, and director Indra Kumar. This solitude led to a stronger bond with Ajay Devgn. Despite mixed critical reception, t…",https://economictimes.indiatimes.com/magazines/panache/kajol-felt-very-alone-on-the-sets-of-the-superhit-film-ishq-were-aamir-khan-and-juhi-chawla-to-blame/articleshow/122071827.cms,Indra,-0.5709,-0.3481,-1.3785
2025-06-20T11:22:37Z,"{'id': None, 'name': 'Globalresearch.ca'}",Europe’s Troubled Next-Generation Fighter Programs Facing Delays and Disunity,"Developing fighter jets is an extremely expensive, labor-intensive and complex task that only a handful of countries are able to accomplish all on their own.
The post Europe’s Troubled Next-Generation Fighter Programs Facing Delays and Disunity appeared first…",https://www.globalresearch.ca/europe-next-generation-fighter-programs-delays-disunity/5891848,Indra,-0.34,0.25,-0.13500000000000004
2025-07-08T04:00:26Z,"{'id': None, 'name': 'EURACTIV'}",Spain’s arms embargo on Israel hits enemy lines at home,"Despite public vows, Spain’s pledge to enforce a full arms embargo on Israel remains a half-loaded promise.",https://www.euractiv.com/section/defence/news/spains-arms-embargo-on-israel-hits-enemy-lines-at-home/,Indra,-0.5423,0.3182,-0.33615000000000006
2025-07-10T17:54:07Z,"{'id': 'newsweek', 'name': 'Newsweek'}",Women's Global Impact Forum 2025: Newsweek Celebrates Female Leadership,Newsweek is hosting over a hundred female leaders and their rising C-suite stars at its New York City headquarters next month.,https://www.newsweek.com/womens-global-impact-forum-2025-newsweek-celebrates-female-leadership-2096906,Indra,0.5719,0.0,0.85785
2025-07-01T09:00:00Z,"{'id': None, 'name': 'New York Post'}",PFAS breakthrough? Scientists eye easy way to rid the body of forever chemicals,"There are over 4,700 PFAS, which are used to make items resistant to water, grease and stains.",https://nypost.com/2025/07/01/health/scientists-eye-easy-way-to-rid-the-body-of-forever-chemicals/,Indra,0.4404,0.0,0.6606000000000001
2025-06-23T08:29:27Z,"{'id': None, 'name': 'Globalsecurity.org'}",INDIAN NAVY SET TO COMMISSION THE LATEST STEALTH FRIGATE TAMAL IN RUSSIA,"The Indian Navy is all set to commission its latest stealth multi-role frigate on 01 Jul 2025 at Kaliningrad, Russia.",https://www.globalsecurity.org/wmd/library/news/india/2025/india-250622-india-pib01.htm,Indra,-0.0772,-0.0772,-0.23160000000000003
2025-07-03T07:03:47Z,"{'id': None, 'name': 'BusinessLine'}","Banga family sells 2.1% stake in Nykaa for ₹1,213 cr","Following the stake sale, shares of Nykaa declined by 4 per cent to ₹203.50 apiece on the BSE, and by 3.82 per cent to ₹203.50 per piece on the NSE.",https://www.thehindubusinessline.com/companies/banga-family-sells-21-stake-in-nykaa-for-1213-cr/article69767418.ece,Indra,0.0,0.296,0.44399999999999995
2025-07-03T00:48:20Z,"{'id': 'the-times-of-india', 'name': 'The Times of India'}","Stocks in news: DMart, Nykaa, PNB, Aurobindo Pharma, Voltas","Markets experienced volatility, closing marginally lower amidst ongoing consolidation. Nykaa's early investor plans a substantial stake sale, while SpiceJet addressed concerns about a dislodged window frame, assuring passenger safety. Indian Overseas Bank sec…",https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-news-dmart-nykaa-pnb-aurobindo-pharma-voltas/articleshow/122215882.cms,Indra,0.0,0.6478,0.9717
2025-06-27T09:10:31Z,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",European shares rise on easing US-China trade tensions,"European stocks surged on Friday, fueled by optimism surrounding potential easing of trade tensions between the U.S. and China. Automakers led the gains, with the STOXX 600 index climbing 0.9%. Positive sentiment was further boosted by discussions on new U.S.…",https://economictimes.indiatimes.com/markets/stocks/news/european-shares-rise-on-easing-us-china-trade-tensions/articleshow/122109488.cms,Indra,0.128,0.8834,1.5171000000000001
2025-07-02T10:47:29Z,"{'id': None, 'name': 'Ndtvprofit.com'}",Nykaa Block Deal: Banga Family Looks To Sell $150-Million Stake - Profit Exclusive,"Harindarpal Singh Banga and his family, one of the early investors in Nykaa parent FSN E-Commerce Ventures Ltd., are looking to pare stake worth $150 million, or approximately Rs 1,284 crore, via...",https://www.ndtvprofit.com/markets/nykaa-block-deal-banga-family-looks-to-sell-150-million-stake-profit-exclusive,Indra,0.128,0.2263,0.53145
2025-07-14T11:27:25Z,"{'id': None, 'name': 'Celebitchy.com'}",Ghislaine Maxwell ‘is willing to speak in front of Congress about the Epstein files’,"More than a week ago, the Trump administration’s FBI and DOJ “closed” the Jeffrey Epstein investigation and declared that no “Epstein client list” exists. It’s one of the most blatant coverups I’ve ever seen, and one of the biggest indications that Trump was …",https://www.celebitchy.com/930970/ghislaine_maxwell_is_willing_to_speak_in_front_of_congress_about_the_epstein_files/,Indra,0.0,-0.296,-0.44399999999999995
2025-07-09T09:10:00Z,"{'id': None, 'name': 'GlobeNewswire'}",Civil Aviation Flight Simulation & Simulation Training Market Report 2025-2035 | AI-Enabled Cloud Simulation Revolutionizes Pilot Training Landscape,"Discover the future of the Civil Aviation Flight Simulation & Simulation Training Market with a projected revenue exceeding $9.01 billion by 2025. Stay ahead in this AI-driven industry with insights into market dynamics, growth barriers, and the impact of U.S…",https://www.globenewswire.com/news-release/2025/07/09/3112369/28124/en/Civil-Aviation-Flight-Simulation-Simulation-Training-Market-Report-2025-2035-AI-Enabled-Cloud-Simulation-Revolutionizes-Pilot-Training-Landscape.html,Indra,0.0,0.5719,0.85785
2025-07-03T03:53:16Z,"{'id': 'rte', 'name': 'RTE'}","Four dead, 38 missing after Indonesian ferry sinks","At least four people were dead and dozens unaccounted for after a ferry sank on its way to the resort island of Bali, according to local authorities who said 23 survivors had been plucked from the water so far.",https://www.rte.ie/news/world/2025/0703/1521588-indonesia-ferry/,Indra,-0.7579,-0.6486,-2.10975
2025-06-22T08:28:26Z,"{'id': 'the-times-of-india', 'name': 'The Times of India'}","INS Tamal, India’s last imported warship, to join Navy in Russia on July 1","The Indian Navy will commission the INS Tamal, a Russian-manufactured guided missile frigate, in Kaliningrad on July 1. This Krivak class frigate, featuring 26% indigenous components including the BrahMos missile, marks the final induction from a foreign sour…",https://economictimes.indiatimes.com/news/defence/ins-tamal-indias-last-imported-warship-to-join-navy-in-russia-on-july-1/articleshow/122004206.cms,Indra,0.128,0.0,0.192
2025-07-02T23:50:00Z,"{'id': None, 'name': 'Thehillstimes.in'}",Congress leader’s reference to Sikkim as neighbouring country draws criticism in Himalayan state,"GANGTOK, July 2: Congress leader Ajoy Kumar’s reference to Sikkim as a “neighbouring country” has drawn widespread criticism from various sections of the society, including political parties, in the Himalayan state. Kumar, during a press conference on Tuesday…",https://thehillstimes.in/northeast/congress-leaders-reference-to-sikkim-as-neighbouring-country-draws-criticism-in-himalayan-state,Indra,-0.4404,-0.0516,-0.738
2025-07-02T14:55:10Z,"{'id': 'the-times-of-india', 'name': 'The Times of India'}","Nykaa promoters to offload partial stake via Rs 1,200 crore block deal","Early investors of Nykaa, Harindarpal Singh Banga and Indra Banga, plan to sell shares. The sale could reach Rs 1,200 crore through a block deal. Up to 60 million shares, representing 2.1% of the company, are involved. The offer floor price is Rs 200 per shar…",https://economictimes.indiatimes.com/markets/stocks/news/nykaa-promoters-to-offload-partial-stake-via-rs-1200-crore-block-deal/articleshow/122209071.cms,Indra,-0.4404,0.1531,-0.43095
2025-06-25T15:08:28Z,"{'id': 'the-irish-times', 'name': 'The Irish Times'}","Dublin transport contactless payment system not operational until 2029, says minister","Initial testing to start in two years’ time within ‘controlled area’ for bus, rail and Luas services",https://www.irishtimes.com/transport/2025/06/25/dublin-transport-contactless-payment-system-not-operational-until-2029-says-minister/,Indra,0.0,0.0,0.0
2025-07-03T13:44:58Z,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Tripura cabinet reaches full strength as BJP’s Kishor Barman sworn in as minister,"Tripura's council of ministers has reached its full capacity with the addition of BJP MLA Kishor Barman, who was sworn in by Governor Indra Sena Reddy Nallu. This marks the second expansion for the BJP-led government, following the inclusion of two Tipra Moth…",https://economictimes.indiatimes.com/news/politics-and-nation/tripura-cabinet-reaches-full-strength-as-bjps-kishor-barman-sworn-in-as-minister/articleshow/122230503.cms,Indra,0.5267,0.1027,0.9440999999999999
2025-06-18T13:43:00Z,"{'id': None, 'name': 'GlobeNewswire'}","$36.49 Bn Smart Railways Market - Global Forecast to 2030: Cloud and Edge Computing Revolutionizing Management, Training and Maintenance Services Segment to Witness Highest Growth","The smart railways market, valued at USD 36.49 billion in 2025, is projected to soar to USD 54.31 billion by 2030, reflecting a CAGR of 8.3%. Powered by cloud and edge computing, these technologies enhance real-time decision-making and data management for rai…",https://www.globenewswire.com/news-release/2025/06/18/3101587/28124/en/36-49-Bn-Smart-Railways-Market-Global-Forecast-to-2030-Cloud-and-Edge-Computing-Revolutionizing-Management-Training-and-Maintenance-Services-Segment-to-Witness-Highest-Growth.html,Indra,0.6486,0.6808,1.9941
2025-07-03T02:32:20Z,"{'id': None, 'name': 'Digital Journal'}","4 dead, 38 missing after ferry sinks on way to Indonesia’s Bali","At least four people were dead and dozens unaccounted for Thursday after a ferry sank on its way to the resort island of Bali, according to local authorities who said 23 survivors had been plucked from the water so far.  Rescuers were still racing to find mis…",https://www.digitaljournal.com/world/4-dead-38-missing-after-ferry-sinks-on-way-to-indonesias-bali/article,Indra,-0.7579,-0.6486,-2.10975
2025-06-27T09:55:45Z,"{'id': None, 'name': 'Barchart.com'}","S&P Futures Gain on Trade Optimism, U.S. PCE Inflation Data in Focus","September S&P 500 E-Mini futures (ESU25) are trending up +0.28% this morning amid renewed optimism about trade deals, while investors await the release of...",https://www.barchart.com/story/news/33085743/s-p-futures-gain-on-trade-optimism-u-s-pce-inflation-data-in-focus,Indra,0.7845,0.5994,2.07585
2025-07-03T22:00:00Z,"{'id': None, 'name': 'Discover Magazine'}","Your Microbiome May Absorb PFAS, Protecting You From The Harms of ‘Forever Chemicals’","Learn more about the microbes that take in PFAS, the harmful, long-lasting chemicals that can hang out in the human body for years at a time.",https://www.discovermagazine.com/health/your-microbiome-may-absorb-pfas-protecting-you-from-the-harms-of-forever,Indra,-0.4939,0.0,-0.74085
2025-07-02T08:13:00Z,"{'id': None, 'name': 'GlobeNewswire'}",Adaptive Traffic Control Systems Market 2025-2034: Emerging Investment Opportunities and Competitive Profiling,"Key market players leverage cloud platforms and data-driven management. Emerging economies show increasing interest, while developed regions lead technology adoption. Key market players leverage cloud platforms and data-driven management. Emerging economies s…",https://www.globenewswire.com/news-release/2025/07/02/3108947/28124/en/Adaptive-Traffic-Control-Systems-Market-2025-2034-Emerging-Investment-Opportunities-and-Competitive-Profiling.html,Indra,0.5106,0.4588,1.4541
2025-07-01T04:37:33Z,"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Indian Navy's latest warship INS Tamal to be commissioned today in Russia,"Indian Navy will commission its newest stealth frigate, INS Tamal, in Russia. The ceremony will occur on Tuesday. Vice Admiral Sanjay J Singh will preside over the event. INS Tamal is the last warship built outside India. It is the second ship of the Tushil C…",https://economictimes.indiatimes.com/news/defence/indian-navys-latest-warship-ins-tamal-to-be-commissioned-today-in-russia/articleshow/122173393.cms,Indra,-0.1779,0.0772,-0.15105
2025-07-14T14:40:00Z,"{'id': None, 'name': 'GlobeNewswire'}",Artificial Intelligence And Robotics In Aerospace And Defense Research Report,"Explore the booming Artificial Intelligence and Robotics in Aerospace and Defense Market, valued at USD 23.2 billion in 2025 and projected to reach USD 55.5 billion by 2034, growing at a CAGR of 10.2%. Key drivers include demand for autonomous systems, enhanc…",https://www.globenewswire.com/news-release/2025/07/14/3114968/28124/en/Artificial-Intelligence-And-Robotics-In-Aerospace-And-Defense-Research-Report.html,Indra,0.5574,0.7783,2.00355
2025-06-25T09:00:00Z,"{'id': None, 'name': 'Washington Monthly'}",Has Trump’s FTC abandoned fair markets?,"A decision to drop a lawsuit against Pepsi may signal Trump’s embrace of corporate bullies.
The post Has Trump’s FTC abandoned fair markets? appeared first on Washington Monthly.",http://washingtonmonthly.com/2025/06/25/has-trumps-ftc-abandoned-fair-markets/,Indra,-0.1779,-0.34,-0.77685
2025-06-19T17:58:02Z,"{'id': 'the-times-of-india', 'name': 'The Times of India'}","AI-powered 'Wingman' drones stun Paris Airshow 2025: What they are, how they work, and why Military is betting big","The Paris Airshow highlighted the rise of ""wingman"" drones designed to support fighter jets in combat. Companies like Anduril and General Atomics showcased their advanced models, driven by the Ukraine war and Pacific tensions.",https://economictimes.indiatimes.com/news/defence/ai-powered-wingman-drones-stun-paris-airshow-2025-what-they-are-how-they-work-and-why-military-is-betting-big/articleshow/121959557.cms,Indra,0.0,-0.296,-0.44399999999999995
